var_name,date,value
equipment,2002Q2,61.731
intellectual,2002Q2,64.294
residential,2002Q2,160.326
gdp,2002Q3,83.584
c,2002Q3,82.857
investment,2002Q3,84.032
fixed_i,2002Q3,85.608
nonresidential,2002Q3,69.436
structures,2002Q3,95.307
equipment,2002Q3,62.322
intellectual,2002Q3,64.749
residential,2002Q3,160.796
gdp,2002Q4,83.713
c,2002Q4,83.333
investment,2002Q4,83.98
fixed_i,2002Q4,85.248
nonresidential,2002Q4,68.501
structures,2002Q4,94.048
equipment,2002Q4,61.134
intellectual,2002Q4,64.453
residential,2002Q4,163.688
gdp,2003Q1,84.178
c,2003Q1,83.725
investment,2003Q1,84.626
fixed_i,2003Q1,86.022
nonresidential,2003Q1,68.841
structures,2003Q1,93.462
equipment,2003Q1,61.357
intellectual,2003Q1,65.413
residential,2003Q1,166.703
gdp,2003Q2,84.902
c,2003Q2,84.666
investment,2003Q2,85.21
fixed_i,2003Q2,88.09
nonresidential,2003Q2,70.745
structures,2003Q2,95.989
equipment,2003Q2,63.774
intellectual,2003Q2,66.053
residential,2003Q2,169.359
gdp,2003Q3,86.344
c,2003Q3,85.908
investment,2003Q3,88.315
fixed_i,2003Q3,90.95
nonresidential,2003Q3,72.245
structures,2003Q3,95.651
equipment,2003Q3,65.858
intellectual,2003Q3,67.382
residential,2003Q3,179.065
gdp,2003Q4,87.335
c,2003Q4,86.49
investment,2003Q4,91.29
fixed_i,2003Q4,92.602
nonresidential,2003Q4,73.153
structures,2003Q4,95.849
equipment,2003Q4,67.016
intellectual,2003Q4,68.173
residential,2003Q4,184.395
gdp,2004Q1,87.801
c,2004Q1,87.26
investment,2004Q1,91.471
fixed_i,2004Q1,92.35
nonresidential,2004Q1,72.43
structures,2004Q1,93.931
equipment,2004Q1,66.158
intellectual,2004Q1,68.3
residential,2004Q1,186.538
gdp,2004Q2,88.47
c,2004Q2,87.803
investment,2004Q2,95.125
fixed_i,2004Q2,94.873
nonresidential,2004Q2,74.241
structures,2004Q2,94.541
equipment,2004Q2,68.981
intellectual,2004Q2,68.954
residential,2004Q2,192.453
gdp,2004Q3,89.307
c,2004Q3,88.774
investment,2004Q3,96.601
fixed_i,2004Q3,96.89
nonresidential,2004Q3,76.363
structures,2004Q3,96.099
equipment,2004Q3,71.374
intellectual,2004Q3,70.817
residential,2004Q3,193.825
gdp,2004Q4,90.201
c,2004Q4,89.739
investment,2004Q4,98.616
fixed_i,2004Q4,98.656
nonresidential,2004Q4,77.931
structures,2004Q4,96.167
equipment,2004Q4,73.563
intellectual,2004Q4,72.088
residential,2004Q4,196.499
gdp,2005Q1,91.2
c,2005Q1,90.263
investment,2005Q1,101.389
fixed_i,2005Q1,100.386
nonresidential,2005Q1,79.062
structures,2005Q1,97.471
equipment,2005Q1,74.235
intellectual,2005Q1,73.834
residential,2005Q1,201.138
gdp,2005Q2,91.621
c,2005Q2,91.287
investment,2005Q2,100.04
fixed_i,2005Q2,102.088
nonresidential,2005Q2,80.34
structures,2005Q2,97.071
equipment,2005Q2,76.085
intellectual,2005Q2,75.064
residential,2005Q2,204.852
gdp,2005Q3,92.437
c,2005Q3,92.173
investment,2005Q3,101.362
fixed_i,2005Q3,103.873
nonresidential,2005Q3,82.015
structures,2005Q3,96.65
equipment,2005Q3,78.85
intellectual,2005Q3,76.117
residential,2005Q3,207.097
gdp,2005Q4,93.021
c,2005Q4,92.447
investment,2005Q4,104.657
fixed_i,2005Q4,104.339
nonresidential,2005Q4,82.649
structures,2005Q4,97.648
equipment,2005Q4,79.943
intellectual,2005Q4,75.793
residential,2005Q4,206.69
gdp,2006Q1,94.258
c,2006Q1,93.477
investment,2006Q1,106.211
fixed_i,2006Q1,106.3
nonresidential,2006Q1,85.421
structures,2006Q1,101.299
equipment,2006Q1,83.496
intellectual,2006Q1,76.734
residential,2006Q1,204.754
gdp,2006Q2,94.479
c,2006Q2,93.951
investment,2006Q2,105.526
fixed_i,2006Q2,105.726
nonresidential,2006Q2,86.915
structures,2006Q2,104.433
equipment,2006Q2,84.453
intellectual,2006Q2,78.059
residential,2006Q2,194.509
gdp,2006Q3,94.625
c,2006Q3,94.521
investment,2006Q3,105.119
fixed_i,2006Q3,105.047
nonresidential,2006Q3,88.405
structures,2006Q3,106.404
equipment,2006Q3,85.137
intellectual,2006Q3,80.528
residential,2006Q3,183.74
gdp,2006Q4,95.431
c,2006Q4,95.436
investment,2006Q4,103.079
fixed_i,2006Q4,104.302
nonresidential,2006Q4,89.342
structures,2006Q4,106.442
equipment,2006Q4,85.59
intellectual,2006Q4,82.827
residential,2006Q4,175.191
gdp,2007Q1,95.655
c,2007Q1,95.97
investment,2007Q1,102.37
fixed_i,2007Q1,104.217
nonresidential,2007Q1,90.951
structures,2007Q1,110.419
equipment,2007Q1,86.782
intellectual,2007Q1,83.53
residential,2007Q1,167.297
gdp,2007Q2,96.203
c,2007Q2,96.148
investment,2007Q2,103.499
fixed_i,2007Q2,104.707
nonresidential,2007Q2,92.969
structures,2007Q2,116.553
equipment,2007Q2,87.988
intellectual,2007Q2,84.093
residential,2007Q2,160.705
gdp,2007Q3,96.726
c,2007Q3,96.69
investment,2007Q3,102.455
fixed_i,2007Q3,104.11
nonresidential,2007Q3,94.428
structures,2007Q3,122.145
equipment,2007Q3,88.437
intellectual,2007Q3,84.383
residential,2007Q3,150.49
gdp,2007Q4,97.314
c,2007Q4,96.965
investment,2007Q4,101.194
fixed_i,2007Q4,103.111
nonresidential,2007Q4,95.884
structures,2007Q4,125.272
equipment,2007Q4,88.961
intellectual,2007Q4,86.167
residential,2007Q4,137.977
gdp,2008Q1,96.755
c,2008Q1,96.708
investment,2008Q1,98.531
fixed_i,2008Q1,101.513
nonresidential,2008Q1,96.265
structures,2008Q1,125.832
equipment,2008Q1,88.47
intellectual,2008Q1,87.775
residential,2008Q1,127
gdp,2008Q2,97.254
c,2008Q2,96.864
investment,2008Q2,96.745
fixed_i,2008Q2,100.681
nonresidential,2008Q2,96.46
structures,2008Q2,127.916
equipment,2008Q2,87.404
intellectual,2008Q2,88.631
residential,2008Q2,121.247
gdp,2008Q3,96.728
c,2008Q3,96.139
investment,2008Q3,94.805
fixed_i,2008Q3,98.136
nonresidential,2008Q3,94.659
structures,2008Q3,127.14
equipment,2008Q3,84.657
intellectual,2008Q3,87.599
residential,2008Q3,115.096
gdp,2008Q4,94.635
c,2008Q4,95.244
investment,2008Q4,85.685
fixed_i,2008Q4,91.657
nonresidential,2008Q4,89.147
structures,2008Q4,124.208
equipment,2008Q4,74.807
intellectual,2008Q4,86.977
residential,2008Q4,103.894
gdp,2009Q1,93.572
c,2009Q1,95.029
investment,2009Q1,75.783
fixed_i,2009Q1,84.37
nonresidential,2009Q1,82.431
structures,2009Q1,114.985
equipment,2009Q1,66.468
intellectual,2009Q1,84.601
residential,2009Q1,93.819
gdp,2009Q2,93.438
c,2009Q2,94.644
investment,2009Q2,71.414
fixed_i,2009Q2,81.311
nonresidential,2009Q2,79.923
structures,2009Q2,106.156
equipment,2009Q2,63.84
intellectual,2009Q2,86.722
residential,2009Q2,88.052
gdp,2009Q3,93.778
c,2009Q3,95.297
investment,2009Q3,71.251
fixed_i,2009Q3,81.612
nonresidential,2009Q3,79.457
structures,2009Q3,98.933
equipment,2009Q3,65.46
intellectual,2009Q3,87.611
residential,2009Q3,92.143
gdp,2009Q4,94.808
c,2009Q4,95.156
investment,2009Q4,77.839
fixed_i,2009Q4,82.021
nonresidential,2009Q4,79.987
structures,2009Q4,90.553
equipment,2009Q4,68.489
intellectual,2009Q4,90.274
residential,2009Q4,91.952
gdp,2010Q1,95.173
c,2010Q1,95.627
investment,2010Q1,79.61
fixed_i,2010Q1,81.982
nonresidential,2010Q1,80.545
structures,2010Q1,84.497
equipment,2010Q1,73.33
intellectual,2010Q1,88.751
residential,2010Q1,88.987
gdp,2010Q2,96.05
c,2010Q2,96.387
investment,2010Q2,83.788
fixed_i,2010Q2,84.965
nonresidential,2010Q2,83.187
structures,2010Q2,86.927
equipment,2010Q2,78.108
intellectual,2010Q2,88.309
residential,2010Q2,93.61
gdp,2010Q3,96.758
c,2010Q3,97.061
investment,2010Q3,87.524
fixed_i,2010Q3,85.422
nonresidential,2010Q3,85.439
structures,2010Q3,85.666
equipment,2010Q3,82.315
intellectual,2010Q3,90.021
residential,2010Q3,85.315
gdp,2010Q4,97.244
c,2010Q4,97.703
investment,2010Q4,87.246
fixed_i,2010Q4,87.041
nonresidential,2010Q4,87.1
structures,2010Q4,87.302
equipment,2010Q4,83.984
intellectual,2010Q4,91.707
residential,2010Q4,86.726
gdp,2011Q1,97.01
c,2011Q1,98.119
investment,2011Q1,85.601
fixed_i,2011Q1,86.891
nonresidential,2011Q1,86.982
structures,2011Q1,80.892
equipment,2011Q1,86.063
intellectual,2011Q1,92.639
residential,2011Q1,86.433
gdp,2011Q2,97.704
c,2011Q2,98.336
investment,2011Q2,89.103
fixed_i,2011Q2,88.922
nonresidential,2011Q2,89.23
structures,2011Q2,86.511
equipment,2011Q2,87.253
intellectual,2011Q2,94.156
residential,2011Q2,87.413
gdp,2011Q3,97.677
c,2011Q3,98.721
investment,2011Q3,89.398
fixed_i,2011Q3,92.658
nonresidential,2011Q3,93.409
structures,2011Q3,91.65
equipment,2011Q3,92.501
intellectual,2011Q3,96.065
residential,2011Q3,88.988
gdp,2011Q4,98.809
c,2011Q4,98.901
investment,2011Q4,96.288
fixed_i,2011Q4,95.029
nonresidential,2011Q4,95.794
structures,2011Q4,94.805
equipment,2011Q4,94.636
intellectual,2011Q4,98.266
residential,2011Q4,91.296
gdp,2012Q1,99.583
c,2012Q1,99.696
investment,2012Q1,98.299
fixed_i,2012Q1,97.995
nonresidential,2012Q1,98.241
structures,2012Q1,99.291
equipment,2012Q1,97.583
intellectual,2012Q1,98.47
residential,2012Q1,96.819
gdp,2012Q2,100.011
c,2012Q2,99.843
investment,2012Q2,100.562
fixed_i,2012Q2,99.972
nonresidential,2012Q2,100.448
structures,2012Q2,101.654
equipment,2012Q2,100.337
intellectual,2012Q2,99.729
residential,2012Q2,97.649
gdp,2012Q3,100.146
c,2012Q3,100.006
investment,2012Q3,101.019
fixed_i,2012Q3,100.119
nonresidential,2012Q3,100.111
structures,2012Q3,100.496
equipment,2012Q3,100.044
intellectual,2012Q3,99.921
residential,2012Q3,100.157
gdp,2012Q4,100.26
c,2012Q4,100.455
investment,2012Q4,100.12
fixed_i,2012Q4,101.914
nonresidential,2012Q4,101.2
structures,2012Q4,98.558
equipment,2012Q4,102.037
intellectual,2012Q4,101.88
residential,2012Q4,105.375
gdp,2013Q1,101.148
c,2013Q1,100.976
investment,2013Q1,103.853
fixed_i,2013Q1,103.661
nonresidential,2013Q1,102.507
structures,2013Q1,96.388
equipment,2013Q1,103.838
intellectual,2013Q1,105.017
residential,2013Q1,109.2
gdp,2013Q2,101.273
c,2013Q2,101.048
investment,2013Q2,105.015
fixed_i,2013Q2,104.499
nonresidential,2013Q2,102.784
structures,2013Q2,99.235
equipment,2013Q2,103.615
intellectual,2013Q2,104.155
residential,2013Q2,112.682
gdp,2013Q3,102.066
c,2013Q3,101.459
investment,2013Q3,109.078
fixed_i,2013Q3,106.302
nonresidential,2013Q3,104.539
structures,2013Q3,104.241
equipment,2013Q3,103.623
intellectual,2013Q3,106.118
residential,2013Q3,114.698
gdp,2013Q4,102.881
c,2013Q4,102.333
investment,2013Q4,109.474
fixed_i,2013Q4,107.741
nonresidential,2013Q4,106.679
structures,2013Q4,105.16
equipment,2013Q4,107.571
intellectual,2013Q4,106.471
residential,2013Q4,112.896
gdp,2014Q1,102.59
c,2014Q1,102.737
investment,2014Q1,108.259
fixed_i,2014Q1,108.823
nonresidential,2014Q1,108.174
structures,2014Q1,108.856
equipment,2014Q1,108.492
intellectual,2014Q1,107.132
residential,2014Q1,112.107
gdp,2014Q2,103.979
c,2014Q2,103.861
investment,2014Q2,112.828
fixed_i,2014Q2,111.849
nonresidential,2014Q2,111.08
structures,2014Q2,112.704
equipment,2014Q2,111.202
intellectual,2014Q2,109.585
residential,2014Q2,115.697
gdp,2014Q3,105.248
c,2014Q3,104.979
investment,2014Q3,115.136
fixed_i,2014Q3,113.989
nonresidential,2014Q3,113.324
structures,2014Q3,113.082
equipment,2014Q3,114.603
intellectual,2014Q3,111.551
residential,2014Q3,117.388
gdp,2014Q4,105.841
c,2014Q4,106.252
investment,2014Q4,115.261
fixed_i,2014Q4,115.316
nonresidential,2014Q4,114.017
structures,2014Q4,114.919
equipment,2014Q4,113.574
intellectual,2014Q4,113.864
residential,2014Q4,121.558
gdp,2015Q1,106.845
c,2015Q1,107.191
investment,2015Q1,119.282
fixed_i,2015Q1,115.642
nonresidential,2015Q1,113.88
structures,2015Q1,113.688
equipment,2015Q1,114.504
intellectual,2015Q1,113.021
residential,2015Q1,123.95
gdp,2015Q2,107.568
c,2015Q2,108.045
investment,2015Q2,119.641
fixed_i,2015Q2,116.637
nonresidential,2015Q2,114.4
structures,2015Q2,114.529
equipment,2015Q2,114.942
intellectual,2015Q2,113.405
residential,2015Q2,127.055
gdp,2015Q3,107.958
c,2015Q3,108.943
investment,2015Q3,119.399
fixed_i,2015Q3,117.613
nonresidential,2015Q3,114.815
structures,2015Q3,110.925
equipment,2015Q3,116.765
intellectual,2015Q3,114.932
residential,2015Q3,130.481
gdp,2015Q4,108.131
c,2015Q4,109.526
investment,2015Q4,117.963
fixed_i,2015Q4,117.3
nonresidential,2015Q4,113.893
structures,2015Q4,106.49
equipment,2015Q4,115.273
intellectual,2015Q4,117.63
residential,2015Q4,132.78
gdp,2016Q1,108.744
c,2016Q1,110.369
investment,2016Q1,117.244
fixed_i,2016Q1,117.888
nonresidential,2016Q1,113.568
structures,2016Q1,102.585
equipment,2016Q1,114.557
intellectual,2016Q1,120.744
residential,2016Q1,137.255
gdp,2016Q2,109.083
c,2016Q2,111.075
investment,2016Q2,116.221
fixed_i,2016Q2,118.329
nonresidential,2016Q2,114.241
structures,2016Q2,104.483
equipment,2016Q2,113.333
intellectual,2016Q2,123.222
residential,2016Q2,136.69
gdp,2016Q3,109.677
c,2016Q3,111.79
investment,2016Q3,116.261
fixed_i,2016Q3,119.262
nonresidential,2016Q3,115.57
structures,2016Q3,108.583
equipment,2016Q3,112.929
intellectual,2016Q3,124.857
residential,2016Q3,135.96
gdp,2016Q4,110.367
c,2016Q4,112.476
investment,2016Q4,119.39
fixed_i,2016Q4,120.063
nonresidential,2016Q4,115.994
structures,2016Q4,110.225
equipment,2016Q4,112.744
intellectual,2016Q4,125.177
residential,2016Q4,138.332
gdp,2017Q1,110.991
c,2017Q1,113.359
investment,2017Q1,119.019
fixed_i,2017Q1,122.152
nonresidential,2017Q1,117.658
structures,2017Q1,112.328
equipment,2017Q1,114.043
intellectual,2017Q1,126.985
residential,2017Q1,142.214
gdp,2017Q2,111.465
c,2017Q2,113.867
investment,2017Q2,120.115
fixed_i,2017Q2,122.631
nonresidential,2017Q2,118.352
structures,2017Q2,112.135
equipment,2017Q2,115.466
intellectual,2017Q2,127.319
residential,2017Q2,141.832
gdp,2017Q3,112.278
c,2017Q3,114.516
investment,2017Q3,122.341
fixed_i,2017Q3,122.999
nonresidential,2017Q3,118.963
structures,2017Q3,108.942
equipment,2017Q3,117.209
intellectual,2017Q3,129.385
residential,2017Q3,141.22
gdp,2017Q4,113.351
c,2017Q4,115.69
investment,2017Q4,124.219
fixed_i,2017Q4,125.826
nonresidential,2017Q4,121.613
structures,2017Q4,110.212
equipment,2017Q4,121.149
intellectual,2017Q4,131.293
residential,2017Q4,144.787
gdp,2018Q1,114.407
c,2018Q1,116.274
investment,2018Q1,127.49
fixed_i,2018Q1,128.412
nonresidential,2018Q1,125.159
structures,2018Q1,115.729
equipment,2018Q1,124.089
intellectual,2018Q1,134.101
residential,2018Q1,143.587
gdp,2018Q2,115.172
c,2018Q2,117.183
investment,2018Q2,127.139
fixed_i,2018Q2,129.798
nonresidential,2018Q2,127.065
structures,2018Q2,117.148
equipment,2018Q2,124.84
intellectual,2018Q2,138.055
residential,2018Q2,142.961
gdp,2018Q3,115.777
c,2018Q3,117.954
investment,2018Q3,130.272
fixed_i,2018Q3,130.053
nonresidential,2018Q3,127.893
structures,2018Q3,115.383
equipment,2018Q3,126.698
intellectual,2018Q3,139.538
residential,2018Q3,140.996
gdp,2018Q4,116.157
c,2018Q4,118.412
investment,2018Q4,131.526
fixed_i,2018Q4,130.901
nonresidential,2018Q4,129.459
structures,2018Q4,111.567
equipment,2018Q4,129.63
intellectual,2018Q4,143.589
residential,2018Q4,139.113
gdp,2019Q1,116.999
c,2019Q1,118.955
investment,2019Q1,132.786
fixed_i,2019Q1,131.825
nonresidential,2019Q1,130.789
structures,2019Q1,113.787
equipment,2019Q1,130.27
intellectual,2019Q1,145.177
residential,2019Q1,138.513
gdp,2019Q2,117.433
c,2019Q2,120.042
investment,2019Q2,130.827
fixed_i,2019Q2,131.681
nonresidential,2019Q2,130.801
structures,2019Q2,114.249
equipment,2019Q2,129.002
intellectual,2019Q2,146.645
residential,2019Q2,137.777
gdp,2019Q3,118.181
c,2019Q3,120.846
investment,2019Q3,131.427
fixed_i,2019Q3,132.48
nonresidential,2019Q3,131.406
structures,2019Q3,115.251
equipment,2019Q3,128.458
intellectual,2019Q3,148.55
residential,2019Q3,139.334
gdp,2019Q4,118.874
c,2019Q4,121.322
investment,2019Q4,130.192
fixed_i,2019Q4,132.802
nonresidential,2019Q4,131.293
structures,2019Q4,113.704
equipment,2019Q4,127.919
intellectual,2019Q4,150.247
residential,2019Q4,141.319
gdp,2020Q1,117.373
c,2020Q1,119.184
investment,2020Q1,127.165
fixed_i,2020Q1,132.341
nonresidential,2020Q1,129.043
structures,2020Q1,112.635
equipment,2020Q1,122.744
intellectual,2020Q1,151.146
residential,2020Q1,147.593
gdp,2020Q2,106.825
c,2020Q2,107.754
investment,2020Q2,108.698
fixed_i,2020Q2,121.399
nonresidential,2020Q2,119.212
structures,2020Q2,101.681
equipment,2020Q2,109.834
intellectual,2020Q2,146.643
residential,2020Q2,132.234
gdp,2020Q3,114.815
c,2020Q3,117.425
investment,2020Q3,127
fixed_i,2020Q3,129.962
nonresidential,2020Q3,125.512
structures,2020Q3,96.924
equipment,2020Q3,125.086
intellectual,2020Q3,149.628
residential,2020Q3,149.411
